Country,Year,cervical_cancer_number_of_new_female_cases,co2_intensity_of_economic_output_kg_co2_per_2011_ppp_of_gdp,cumulative_co2_emissions_tonnes,liver_cancer_number_of_new_male_cases,flood_affected_annual_number,food_supply_kilocalories_per_person_and_day,literacy_rate_adult_total_percent_of_people_ages_15_and_above,literacy_rate_youth_total_percent_of_people_ages_15_24
Central African Republic,1990,521.0,0.0728,4520000.0,111.0,0,1900.0,,
Central African Republic,1991,526.0,0.0759,4720000.0,112.0,0,1910.0,,
Central African Republic,1992,529.0,0.0855,4940000.0,114.0,0,1900.0,,
Central African Republic,1993,569.0,0.0881,5160000.0,116.0,0,1880.0,,
Central African Republic,1994,587.0,0.0881,5400000.0,118.0,0,1880.0,,
Central African Republic,1995,605.0,0.0822,5630000.0,120.0,3910,1880.0,,
Central African Republic,1996,622.0,0.0856,5870000.0,121.0,17500,1900.0,,
Central African Republic,1997,635.0,0.0851,6110000.0,122.0,0,1920.0,,
Central African Republic,1998,646.0,0.0825,6360000.0,122.0,9200,1990.0,,
Central African Republic,1999,658.0,0.0843,6630000.0,123.0,45900,1930.0,,
Central African Republic,2000,669.0,0.0877,6890000.0,124.0,0,1980.0,50.6,60.8
Central African Republic,2001,676.0,0.077,7140000.0,124.0,0,1990.0,,
Central African Republic,2002,683.0,0.0743,7390000.0,124.0,0,2000.0,,
Central African Republic,2003,690.0,0.0751,7620000.0,124.0,240,1970.0,,
Central African Republic,2004,697.0,0.0708,7850000.0,124.0,12700,1990.0,,
Central African Republic,2005,702.0,0.0702,8090000.0,124.0,23800,2030.0,,
Central African Republic,2006,708.0,0.0712,8340000.0,126.0,0,2030.0,,
Central African Republic,2007,714.0,0.069,8590000.0,128.0,7810,2090.0,,
Central African Republic,2008,719.0,0.0677,8840000.0,130.0,795,2130.0,,
Chad,1990,519.0,0.0216,4630000.0,362.0,0,1650.0,,
Chad,1991,523.0,0.00919,4690000.0,375.0,53,1800.0,,
Chad,1992,534.0,0.0109,4780000.0,389.0,0,1820.0,,
Chad,1993,548.0,0.014,4870000.0,404.0,0,1650.0,10.9,17.4
Chad,1994,563.0,0.0143,4970000.0,421.0,0,1980.0,,
Chad,1995,582.0,0.0151,5080000.0,439.0,80700,1800.0,,
Chad,1996,600.0,0.0167,5210000.0,445.0,0,1820.0,,
Chad,1997,621.0,0.0182,5350000.0,452.0,0,1900.0,,
Chad,1998,653.0,0.0179,5500000.0,461.0,1000,2040.0,,
Chad,1999,679.0,0.0193,5660000.0,470.0,174000,1990.0,,
Chad,2000,701.0,0.0212,5840000.0,481.0,0,1950.0,25.6,37.6
Chad,2001,719.0,0.0186,6010000.0,484.0,176000,2020.0,,
Chad,2002,741.0,0.0168,6180000.0,488.0,0,1970.0,,
Chad,2003,772.0,0.0331,6560000.0,493.0,0,2020.0,,
Chad,2004,788.0,0.0245,6940000.0,498.0,0,2030.0,28.4,41.7
Chad,2005,800.0,0.0221,7340000.0,504.0,0,2030.0,,
Chad,2006,810.0,0.0224,7740000.0,514.0,52,2020.0,,
Chad,2007,829.0,0.0246,8210000.0,524.0,173000,2030.0,,
Chad,2008,861.0,0.0264,8720000.0,536.0,14500,2030.0,,
Chile,1990,2280.0,0.28,1010000000.0,257.0,2500,2570.0,,
Chile,1991,2230.0,0.244,1040000000.0,265.0,0,2600.0,,
Chile,1992,2190.0,0.228,1070000000.0,274.0,0,2710.0,94.3,98.4
Chile,1993,2220.0,0.228,1110000000.0,284.0,3390,2710.0,,
Chile,1994,2250.0,0.239,1150000000.0,295.0,0,2750.0,,
Chile,1995,2270.0,0.24,1190000000.0,308.0,28,2760.0,,
Chile,1996,2230.0,0.261,1240000000.0,314.0,0,2780.0,,
Chile,1997,2180.0,0.282,1290000000.0,321.0,76800,2790.0,,
Chile,1998,2140.0,0.277,1350000000.0,330.0,0,2800.0,,
Chile,1999,2090.0,0.29600000000000004,1410000000.0,338.0,0,2800.0,,
Chile,2000,2060.0,0.269,1470000000.0,348.0,182000,2830.0,,
Chile,2001,2030.0,0.236,1520000000.0,360.0,12600,2870.0,,
Chile,2002,1980.0,0.237,1580000000.0,373.0,231000,2900.0,95.7,99.0
Chile,2003,1970.0,0.23,1630000000.0,388.0,0,2890.0,,
Chile,2004,1970.0,0.23,1690000000.0,403.0,9000,2920.0,,
Chile,2005,1960.0,0.225,1760000000.0,420.0,1350,2910.0,,
Chile,2006,1940.0,0.222,1820000000.0,436.0,95900,2960.0,,
Chile,2007,1920.0,0.234,1890000000.0,453.0,0,2930.0,,
Chile,2008,1890.0,0.227,1960000000.0,472.0,145000,2940.0,98.7,99.2
China,1990,50900.0,1.41,42000000000.0,193000.0,42300000,2500.0,77.8,94.3
China,1991,51400.0,1.35,44600000000.0,199000.0,210000000,2430.0,,
China,1992,52500.0,1.24,47300000000.0,207000.0,685000,2460.0,,
China,1993,54000.0,1.17,50200000000.0,216000.0,8630,2540.0,,
China,1994,55200.0,1.1,53200000000.0,225000.0,112000000,2600.0,,
China,1995,57100.0,1.07,56500000000.0,234000.0,127000000,2690.0,,
China,1996,58100.0,1.02,60000000000.0,242000.0,155000000,2700.0,,
China,1997,59700.0,0.935,63500000000.0,249000.0,7690000,2730.0,,
China,1998,60500.0,0.831,66800000000.0,257000.0,243000000,2770.0,,
China,1999,63200.0,0.77,70100000000.0,265000.0,107000000,2760.0,,
China,2000,66700.0,0.7290000000000001,73500000000.0,274000.0,763000,2810.0,90.9,98.9
China,2001,70700.0,0.6890000000000001,77000000000.0,278000.0,2350000,2820.0,,
China,2002,75000.0,0.6970000000000001,80900000000.0,282000.0,113000000,2830.0,,
China,2003,77300.0,0.747,85400000000.0,286000.0,156000000,2830.0,,
China,2004,79300.0,0.782,90600000000.0,291000.0,42700000,2860.0,,
China,2005,80800.0,0.7909999999999999,96500000000.0,297000.0,34800000,2880.0,,
China,2006,81700.0,0.777,103000000000.0,302000.0,15000000,2880.0,,
China,2007,82600.0,0.732,110000000000.0,307000.0,111000000,2920.0,,
China,2008,83100.0,0.7170000000000001,118000000000.0,314000.0,7190000,2980.0,,
Colombia,1990,2940.0,0.222,1310000000.0,537.0,20600,2560.0,,
Colombia,1991,3060.0,0.21600000000000005,1360000000.0,546.0,0,2570.0,,
Colombia,1992,3180.0,0.224,1430000000.0,556.0,0,2640.0,,
Colombia,1993,3290.0,0.226,1490000000.0,566.0,80400,2680.0,81.4,90.5
Colombia,1994,3450.0,0.225,1560000000.0,578.0,18000,2710.0,,
Colombia,1995,3580.0,0.189,1620000000.0,591.0,86100,2770.0,,
Colombia,1996,3750.0,0.188,1680000000.0,596.0,180000,2760.0,91.2,97.0
Colombia,1997,3880.0,0.195,1740000000.0,603.0,15000,2770.0,,
Colombia,1998,4050.0,0.197,1810000000.0,611.0,0,2730.0,,
Colombia,1999,4190.0,0.17600000000000002,1870000000.0,620.0,151000,2760.0,,
Colombia,2000,4270.0,0.173,1920000000.0,629.0,79100,2780.0,,
Colombia,2001,4310.0,0.165,1980000000.0,644.0,6000,2820.0,,
Colombia,2002,4350.0,0.159,2040000000.0,660.0,125000,2780.0,,
Colombia,2003,4330.0,0.158,2090000000.0,677.0,74100,2800.0,,
Colombia,2004,4250.0,0.14400000000000002,2150000000.0,696.0,532000,2780.0,92.8,98.0
Colombia,2005,4200.0,0.152,2210000000.0,717.0,602000,2730.0,92.8,98.0
Colombia,2006,4180.0,0.147,2270000000.0,732.0,222000,2770.0,92.3,97.9
Colombia,2007,4110.0,0.13699999999999998,2330000000.0,748.0,1610000,2800.0,92.7,98.0
Colombia,2008,4120.0,0.14400000000000002,2400000000.0,767.0,1250000,2810.0,93.4,98.0
Costa Rica,1990,283.0,0.123,60000000.0,58.0,0,2740.0,,
Costa Rica,1991,294.0,0.135,63400000.0,61.0,185000,2730.0,,
Costa Rica,1992,308.0,0.14,67200000.0,64.4,0,2710.0,,
Costa Rica,1993,319.0,0.13699999999999998,71100000.0,68.1,38500,2750.0,,
Costa Rica,1994,328.0,0.174,76400000.0,72.1,2560,2740.0,,
Costa Rica,1995,336.0,0.155,81200000.0,76.5,0,2770.0,,
Costa Rica,1996,339.0,0.149,86000000.0,77.7,20000,2710.0,,
Costa Rica,1997,339.0,0.14800000000000002,91000000.0,79.0,0,2720.0,,
Costa Rica,1998,335.0,0.14800000000000002,96300000.0,80.6,0,2760.0,,
Costa Rica,1999,329.0,0.14800000000000002,102000000.0,82.1,10000,2800.0,,
Costa Rica,2000,317.0,0.141,107000000.0,83.7,0,2800.0,94.9,97.6
Costa Rica,2001,312.0,0.14400000000000002,113000000.0,85.8,1440,2800.0,,
Costa Rica,2002,299.0,0.153,119000000.0,88.0,95100,2770.0,,
Costa Rica,2003,294.0,0.153,126000000.0,90.5,2500,2750.0,,
Costa Rica,2004,291.0,0.154,133000000.0,93.1,3060,2760.0,,
Costa Rica,2005,289.0,0.147,140000000.0,95.8,3000,2810.0,,
Costa Rica,2006,283.0,0.141,147000000.0,100.0,0,2870.0,,
Costa Rica,2007,280.0,0.15,155000000.0,104.0,24500,2860.0,,
Costa Rica,2008,286.0,0.14300000000000002,163000000.0,109.0,155000,2840.0,,
Cote d'Ivoire,1990,732.0,0.129,120000000.0,336.0,0,2570.0,,
Cote d'Ivoire,1991,754.0,0.116,124000000.0,351.0,0,2580.0,,
Cote d'Ivoire,1992,777.0,0.105,128000000.0,367.0,0,2590.0,,
Cote d'Ivoire,1993,825.0,0.13699999999999998,134000000.0,384.0,0,2520.0,,
Cote d'Ivoire,1994,855.0,0.119,138000000.0,402.0,0,2540.0,,
Cote d'Ivoire,1995,900.0,0.157,145000000.0,421.0,0,2570.0,,
Cote d'Ivoire,1996,923.0,0.173,153000000.0,437.0,28,2610.0,,
Cote d'Ivoire,1997,937.0,0.161,160000000.0,454.0,0,2670.0,,
Cote d'Ivoire,1998,958.0,0.14,167000000.0,470.0,0,2640.0,36.4,47.1
Cote d'Ivoire,1999,990.0,0.125,174000000.0,486.0,0,2650.0,,
Cote d'Ivoire,2000,1020.0,0.138,180000000.0,503.0,0,2610.0,48.7,60.7
Cote d'Ivoire,2001,1050.0,0.157,188000000.0,514.0,0,2630.0,,
Cote d'Ivoire,2002,1050.0,0.15,195000000.0,524.0,0,2670.0,,
Cote d'Ivoire,2003,1060.0,0.114,201000000.0,533.0,0,2690.0,,
Cote d'Ivoire,2004,1060.0,0.159,209000000.0,543.0,0,2740.0,,
Cote d'Ivoire,2005,1080.0,0.159,216000000.0,554.0,0,2790.0,,
Cote d'Ivoire,2006,1100.0,0.14,223000000.0,564.0,0,2780.0,,
Cote d'Ivoire,2007,1100.0,0.133,230000000.0,574.0,2000,2790.0,,
Cote d'Ivoire,2008,1110.0,0.13,237000000.0,586.0,456,2740.0,,
Croatia,1990,832.0,,,109.0,0,,,
Croatia,1991,813.0,,,124.0,0,,96.7,99.6
Croatia,1992,801.0,,16400000.0,141.0,0,2310.0,,
Croatia,1993,779.0,,33200000.0,160.0,0,2240.0,,
Croatia,1994,737.0,,49700000.0,181.0,0,2370.0,,
Croatia,1995,697.0,0.28800000000000003,66600000.0,207.0,0,2550.0,,
Croatia,1996,691.0,0.272,83600000.0,216.0,0,2550.0,,
Croatia,1997,662.0,0.284,103000000.0,226.0,0,2530.0,,
Croatia,1998,625.0,0.297,123000000.0,237.0,0,2520.0,,
Croatia,1999,589.0,0.298,143000000.0,248.0,0,2540.0,,
Croatia,2000,548.0,0.278,162000000.0,260.0,600,2560.0,,
Croatia,2001,507.0,0.28300000000000003,182000000.0,267.0,1200,2740.0,98.2,99.7
Croatia,2002,498.0,0.28300000000000003,204000000.0,275.0,0,2820.0,,
Croatia,2003,485.0,0.287,227000000.0,285.0,0,2870.0,,
Croatia,2004,482.0,0.269,249000000.0,295.0,0,2940.0,,
Croatia,2005,491.0,0.26,272000000.0,305.0,250,2980.0,,
Croatia,2006,483.0,0.249,294000000.0,314.0,0,3070.0,,
Croatia,2007,490.0,0.249,318000000.0,322.0,0,3080.0,,
Croatia,2008,499.0,0.231,341000000.0,331.0,0,3110.0,,
Dominican Republic,1990,504.0,0.235,167000000.0,103.0,0,2070.0,,
Dominican Republic,1991,524.0,0.253,177000000.0,114.0,10,2140.0,,
Dominican Republic,1992,546.0,0.247,188000000.0,126.0,0,2140.0,,
Dominican Republic,1993,574.0,0.248,200000000.0,140.0,20000,2220.0,,
Dominican Republic,1994,592.0,0.256,212000000.0,156.0,0,2250.0,,
Dominican Republic,1995,610.0,0.309,228000000.0,173.0,0,2260.0,,
Dominican Republic,1996,628.0,0.318,245000000.0,182.0,1000,2180.0,,
Dominican Republic,1997,637.0,0.303,263000000.0,191.0,0,2150.0,,
Dominican Republic,1998,640.0,0.29100000000000004,282000000.0,202.0,0,2140.0,,
Dominican Republic,1999,652.0,0.277,300000000.0,212.0,0,2150.0,,
Dominican Republic,2000,626.0,0.282,320000000.0,223.0,0,2220.0,,
Dominican Republic,2001,610.0,0.275,340000000.0,227.0,0,2260.0,,
Dominican Republic,2002,599.0,0.284,361000000.0,231.0,1750,2290.0,87.0,94.2
Dominican Republic,2003,596.0,0.29,383000000.0,234.0,65500,2140.0,,
Dominican Republic,2004,600.0,0.241,401000000.0,238.0,10700,2220.0,,
Dominican Republic,2005,606.0,0.224,420000000.0,242.0,1450,2330.0,,
Dominican Republic,2006,619.0,0.218,440000000.0,244.0,0,2370.0,,
Dominican Republic,2007,624.0,0.217,461000000.0,245.0,19800,2400.0,88.2,95.8
Dominican Republic,2008,634.0,0.206,482000000.0,247.0,0,2350.0,,
Ecuador,1990,958.0,0.22,319000000.0,194.0,0,2260.0,88.3,96.2
Ecuador,1991,966.0,0.207,336000000.0,200.0,0,2190.0,,
Ecuador,1992,985.0,0.274,358000000.0,205.0,205000,2320.0,,
Ecuador,1993,1020.0,0.292,382000000.0,212.0,0,2320.0,,
Ecuador,1994,1040.0,0.158,396000000.0,218.0,0,2410.0,,
Ecuador,1995,1090.0,0.258,419000000.0,226.0,0,2310.0,,
Ecuador,1996,1080.0,0.269,443000000.0,232.0,0,2300.0,,
Ecuador,1997,1140.0,0.196,461000000.0,238.0,49300,2330.0,,
Ecuador,1998,1170.0,0.232,484000000.0,245.0,0,2250.0,,
Ecuador,1999,1150.0,0.233,505000000.0,252.0,0,2330.0,,
Ecuador,2000,1160.0,0.222,526000000.0,259.0,66,2290.0,,
Ecuador,2001,1160.0,0.238,549000000.0,267.0,9590,2220.0,91.0,96.4
Ecuador,2002,1170.0,0.247,574000000.0,275.0,54700,2240.0,,
Ecuador,2003,1180.0,0.26,601000000.0,283.0,7910,2200.0,,
Ecuador,2004,1170.0,0.259,630000000.0,292.0,0,2230.0,,
Ecuador,2005,1230.0,0.256,660000000.0,300.0,0,2250.0,,
Ecuador,2006,1250.0,0.234,689000000.0,310.0,57700,2230.0,,
Ecuador,2007,1280.0,0.253,721000000.0,319.0,0,2210.0,84.2,95.4
Ecuador,2008,1310.0,0.252,755000000.0,330.0,289000,2300.0,,
Egypt,1990,777.0,0.224,1410000000.0,3430.0,0,3180.0,,
Egypt,1991,774.0,0.23,1490000000.0,3520.0,209,3170.0,,
Egypt,1992,770.0,0.227,1570000000.0,3620.0,0,3180.0,,
Egypt,1993,785.0,0.253,1660000000.0,3730.0,0,3200.0,,
Egypt,1994,792.0,0.223,1750000000.0,3850.0,161000,3260.0,,
Egypt,1995,786.0,0.239,1840000000.0,3980.0,3010,3320.0,,
Egypt,1996,802.0,0.242,1940000000.0,4100.0,272,3330.0,55.6,73.2
Egypt,1997,813.0,0.244,2050000000.0,4230.0,4,3360.0,,
Egypt,1998,810.0,0.265,2180000000.0,4360.0,0,3340.0,,
Egypt,1999,809.0,0.256,2300000000.0,4500.0,0,3360.0,,
Egypt,2000,800.0,0.274,2440000000.0,4660.0,0,3370.0,,
Egypt,2001,830.0,0.235,2570000000.0,4860.0,0,3410.0,,
Egypt,2002,845.0,0.232,2690000000.0,5090.0,888,3430.0,,
Egypt,2003,862.0,0.262,2840000000.0,5330.0,0,3380.0,,
Egypt,2004,875.0,0.257,2990000000.0,5610.0,0,3310.0,,
Egypt,2005,895.0,0.272,3160000000.0,5910.0,0,3370.0,71.4,84.9
Egypt,2006,913.0,0.272,3340000000.0,6200.0,0,3390.0,66.4,84.9
Egypt,2007,922.0,0.269,3530000000.0,6530.0,0,3450.0,,
Egypt,2008,953.0,0.264,3730000000.0,6890.0,0,3490.0,,
El Salvador,1990,493.0,0.105,58000000.0,52.8,0,2310.0,,
El Salvador,1991,519.0,0.131,61200000.0,56.1,0,2410.0,,
El Salvador,1992,552.0,0.128,64500000.0,59.6,8000,2410.0,74.1,85.0
El Salvador,1993,587.0,0.138,68300000.0,63.5,0,2380.0,,
El Salvador,1994,634.0,0.16,72900000.0,67.6,0,2380.0,,
El Salvador,1995,668.0,0.16699999999999998,77900000.0,72.0,1510,2390.0,,
El Salvador,1996,706.0,0.151,82500000.0,75.5,0,2400.0,,
El Salvador,1997,738.0,0.175,88000000.0,79.2,0,2430.0,,
El Salvador,1998,763.0,0.181,93800000.0,83.2,0,2430.0,,
El Salvador,1999,774.0,0.174,99500000.0,87.3,5460,2410.0,,
El Salvador,2000,782.0,0.173,105000000.0,91.6,402,2540.0,,
El Salvador,2001,787.0,0.17800000000000002,111000000.0,94.5,1000,2630.0,,
El Salvador,2002,797.0,0.17800000000000002,117000000.0,97.4,101,2640.0,,
El Salvador,2003,808.0,0.19,124000000.0,101.0,0,2600.0,,
El Salvador,2004,812.0,0.183,130000000.0,104.0,0,2570.0,79.8,89.0
El Salvador,2005,821.0,0.18,137000000.0,107.0,2380,2570.0,,
El Salvador,2006,830.0,0.183,143000000.0,110.0,0,2580.0,83.6,95.0
El Salvador,2007,832.0,0.183,150000000.0,113.0,502,2570.0,82.0,93.6
El Salvador,2008,830.0,0.168,157000000.0,116.0,3030,2570.0,84.0,96.0
Ethiopia,1990,10700.0,0.0963,48900000.0,1110.0,350000,,,
Ethiopia,1991,10700.0,0.103,51900000.0,1140.0,0,,,
Ethiopia,1992,10800.0,0.112,54900000.0,1170.0,0,,,
Ethiopia,1993,10900.0,0.101,57900000.0,1200.0,34800,1510.0,,
Ethiopia,1994,11200.0,0.0722,60100000.0,1230.0,43000,1550.0,27.0,33.6
Ethiopia,1995,11500.0,0.0778,62700000.0,1270.0,93900,1570.0,,
Ethiopia,1996,11400.0,0.0772,65600000.0,1300.0,115000,1660.0,,
Ethiopia,1997,11400.0,0.0799,68600000.0,1320.0,65400,1680.0,,
Ethiopia,1998,11400.0,0.0873,71800000.0,1350.0,0,1680.0,,
Ethiopia,1999,11700.0,0.0814,75000000.0,1380.0,147000,1730.0,,
Ethiopia,2000,11900.0,0.0863,78500000.0,1410.0,30100,1790.0,,
Ethiopia,2001,11900.0,0.0977,82900000.0,1450.0,39500,1830.0,,
Ethiopia,2002,11800.0,0.1,87400000.0,1490.0,4020,1840.0,,
Ethiopia,2003,11800.0,0.113,92400000.0,1530.0,110000,1880.0,,
Ethiopia,2004,11800.0,0.105,97700000.0,1580.0,0,1880.0,35.9,49.9
Ethiopia,2005,11900.0,0.0911,103000000.0,1630.0,243000,1980.0,29.8,44.6
Ethiopia,2006,11800.0,0.0884,108000000.0,1680.0,435000,1970.0,,
Ethiopia,2007,11700.0,0.0866,114000000.0,1720.0,245000,1960.0,39.0,55.0
Ethiopia,2008,11600.0,0.0855,121000000.0,1780.0,117000,2020.0,,
Gabon,1990,149.0,0.242,117000000.0,68.0,0,2360.0,,
Gabon,1991,148.0,0.23,122000000.0,68.3,0,2560.0,,
Gabon,1992,148.0,0.258,126000000.0,68.7,0,2500.0,,
Gabon,1993,152.0,0.251,131000000.0,69.3,0,2540.0,72.2,93.2
Gabon,1994,159.0,0.213,136000000.0,69.9,0,2460.0,,
Gabon,1995,161.0,0.214,140000000.0,70.7,0,2550.0,,
Gabon,1996,170.0,0.213,145000000.0,70.7,0,2630.0,,
Gabon,1997,173.0,0.203,150000000.0,70.8,0,2630.0,,
Gabon,1998,179.0,0.203,155000000.0,71.1,0,2660.0,,
Gabon,1999,190.0,0.215,160000000.0,71.5,0,2710.0,,
Gabon,2000,196.0,0.214,165000000.0,72.0,0,2720.0,,
Gabon,2001,204.0,0.215,169000000.0,72.4,0,2700.0,,
Gabon,2002,202.0,0.205,174000000.0,72.8,0,2640.0,,
Gabon,2003,209.0,0.204,179000000.0,73.5,0,2660.0,,
Gabon,2004,215.0,0.204,183000000.0,74.2,0,2680.0,83.8,96.7
Gabon,2005,209.0,0.207,188000000.0,75.0,0,2720.0,,
Gabon,2006,210.0,0.182,192000000.0,76.1,0,2720.0,,
Gabon,2007,201.0,0.17,196000000.0,77.2,0,2710.0,,
Gabon,2008,204.0,0.17800000000000002,201000000.0,78.5,0,2650.0,,
Gambia,1990,48.2,0.127,3220000.0,114.0,0,2520.0,,
Gambia,1991,53.0,0.126,3400000.0,120.0,0,2550.0,,
Gambia,1992,58.1,0.122,3580000.0,125.0,0,2500.0,,
Gambia,1993,61.7,0.123,3770000.0,131.0,0,2470.0,,
Gambia,1994,66.2,0.123,3960000.0,137.0,0,2380.0,,
Gambia,1995,72.0,0.129,4150000.0,143.0,0,2390.0,,
Gambia,1996,77.7,0.126,4350000.0,147.0,4000,2390.0,,
Gambia,1997,85.1,0.121,4550000.0,152.0,0,2480.0,,
Gambia,1998,86.8,0.125,4760000.0,157.0,0,2360.0,,
Gambia,1999,88.1,0.128,4990000.0,163.0,32100,2510.0,,
Gambia,2000,88.6,0.129,5240000.0,169.0,0,2590.0,36.8,52.6
Gambia,2001,89.8,0.125,5490000.0,173.0,251,2520.0,,
Gambia,2002,93.1,0.14800000000000002,5780000.0,178.0,0,2460.0,,
Gambia,2003,92.5,0.139,6070000.0,184.0,0,2460.0,,
Gambia,2004,94.1,0.131,6370000.0,189.0,0,2470.0,,
Gambia,2005,95.8,0.132,6660000.0,195.0,0,2440.0,,
Gambia,2006,98.3,0.138,6970000.0,201.0,0,2400.0,,
Gambia,2007,102.0,0.152,7320000.0,207.0,300,2540.0,,
Gambia,2008,103.0,0.149,7690000.0,213.0,400,2590.0,,
Georgia,1990,677.0,,501000000.0,186.0,0,,,
Georgia,1991,663.0,,518000000.0,184.0,0,,,
Georgia,1992,645.0,0.917,533000000.0,181.0,0,1930.0,,
Georgia,1993,614.0,0.8420000000000001,543000000.0,178.0,0,1910.0,,
Georgia,1994,565.0,0.575,549000000.0,174.0,0,1960.0,,
Georgia,1995,544.0,0.212,552000000.0,172.0,301,2390.0,,
Georgia,1996,494.0,0.337,556000000.0,172.0,0,2540.0,,
Georgia,1997,460.0,0.332,560000000.0,172.0,507,2650.0,,
Georgia,1998,406.0,0.36,565000000.0,173.0,0,2610.0,,
Georgia,1999,381.0,0.307,569000000.0,174.0,0,2610.0,,
Georgia,2000,353.0,0.315,574000000.0,175.0,0,2570.0,,
Georgia,2001,363.0,0.249,578000000.0,171.0,0,2640.0,,
Georgia,2002,386.0,0.213,581000000.0,168.0,0,2750.0,99.7,99.8
Georgia,2003,408.0,0.213,585000000.0,165.0,0,2860.0,,
Georgia,2004,402.0,0.231,589000000.0,162.0,91,2900.0,,
Georgia,2005,404.0,0.247,594000000.0,159.0,2500,2980.0,,
Georgia,2006,409.0,0.274,600000000.0,164.0,600,2860.0,,
Georgia,2007,410.0,0.254,607000000.0,170.0,0,2900.0,,
Georgia,2008,421.0,0.2,612000000.0,177.0,0,2980.0,,
Ghana,1990,1190.0,0.136,88100000.0,669.0,0,1730.0,,
Ghana,1991,1220.0,0.133,92000000.0,692.0,2000000,2090.0,,
Ghana,1992,1250.0,0.13,96000000.0,716.0,0,2120.0,,
Ghana,1993,1250.0,0.141,101000000.0,743.0,0,2280.0,,
Ghana,1994,1280.0,0.149,106000000.0,770.0,0,2310.0,,
Ghana,1995,1330.0,0.152,111000000.0,798.0,700000,2350.0,,
Ghana,1996,1380.0,0.155,116000000.0,826.0,0,2380.0,,
Ghana,1997,1430.0,0.16899999999999998,123000000.0,856.0,0,2400.0,,
Ghana,1998,1460.0,0.162,129000000.0,887.0,0,2430.0,,
Ghana,1999,1500.0,0.159,136000000.0,920.0,325000,2470.0,,
Ghana,2000,1560.0,0.147,142000000.0,955.0,0,2510.0,57.9,70.7
Ghana,2001,1640.0,0.156,149000000.0,972.0,144000,2560.0,,
Ghana,2002,1700.0,0.16,156000000.0,992.0,2200,2660.0,,
Ghana,2003,1740.0,0.156,164000000.0,1010.0,0,2670.0,,
Ghana,2004,1780.0,0.142,171000000.0,1040.0,0,2680.0,,
Ghana,2005,1830.0,0.128,178000000.0,1070.0,0,2750.0,,
Ghana,2006,1880.0,0.161,188000000.0,1100.0,0,2820.0,,
Ghana,2007,1950.0,0.162,198000000.0,1130.0,333000,2800.0,,
Ghana,2008,2020.0,0.138,207000000.0,1160.0,58000,2950.0,,
Greece,1990,661.0,0.35200000000000004,1330000000.0,1190.0,0,3540.0,,
Greece,1991,658.0,0.341,1400000000.0,1180.0,0,3540.0,92.6,99.0
Greece,1992,657.0,0.345,1480000000.0,1180.0,0,3610.0,,
Greece,1993,649.0,0.35100000000000003,1550000000.0,1170.0,0,3550.0,,
Greece,1994,620.0,0.354,1630000000.0,1170.0,1010,3580.0,,
Greece,1995,620.0,0.35100000000000003,1710000000.0,1170.0,0,3520.0,,
Greece,1996,620.0,0.348,1790000000.0,1170.0,0,3510.0,,
Greece,1997,626.0,0.34700000000000003,1870000000.0,1160.0,9,3520.0,,
Greece,1998,637.0,0.35,1960000000.0,1150.0,903,3540.0,,
Greece,1999,642.0,0.335,2050000000.0,1150.0,0,3630.0,,
Greece,2000,630.0,0.341,2140000000.0,1140.0,6600,3600.0,,
Greece,2001,613.0,0.336,2230000000.0,1130.0,1060,3610.0,96.0,98.9
Greece,2002,619.0,0.322,2330000000.0,1120.0,390,3640.0,,
Greece,2003,619.0,0.312,2420000000.0,1120.0,450,3650.0,,
Greece,2004,620.0,0.301,2520000000.0,1110.0,0,3720.0,,
Greece,2005,619.0,0.304,2620000000.0,1110.0,0,3590.0,,
Greece,2006,621.0,0.284,2710000000.0,1100.0,3090,3490.0,,
Greece,2007,630.0,0.277,2810000000.0,1090.0,602,3510.0,,
Greece,2008,635.0,0.272,2910000000.0,1090.0,0,3520.0,,
Guatemala,1990,496.0,0.108,103000000.0,146.0,0,2360.0,,
Guatemala,1991,527.0,0.103,108000000.0,157.0,0,2320.0,,
Guatemala,1992,552.0,0.117,114000000.0,169.0,0,2280.0,,
Guatemala,1993,578.0,0.106,119000000.0,182.0,0,2340.0,,
Guatemala,1994,629.0,0.123,126000000.0,196.0,610,2360.0,64.2,76.0
Guatemala,1995,663.0,0.123,133000000.0,212.0,7470,2280.0,,
Guatemala,1996,688.0,0.111,140000000.0,234.0,0,2240.0,,
Guatemala,1997,742.0,0.121,148000000.0,258.0,0,2130.0,,
Guatemala,1998,806.0,0.133,156000000.0,285.0,0,2160.0,,
Guatemala,1999,883.0,0.131,165000000.0,316.0,6040,2140.0,,
Guatemala,2000,978.0,0.14,175000000.0,349.0,3020,2160.0,,
Guatemala,2001,1030.0,0.147,186000000.0,373.0,0,2220.0,,
Guatemala,2002,1100.0,0.14800000000000002,197000000.0,399.0,98700,2360.0,69.1,82.2
Guatemala,2003,1160.0,0.14,208000000.0,429.0,0,2350.0,,
Guatemala,2004,1210.0,0.146,219000000.0,460.0,0,2320.0,,
Guatemala,2005,1250.0,0.153,232000000.0,494.0,0,2380.0,,
Guatemala,2006,1290.0,0.146,245000000.0,511.0,0,2420.0,,
Guatemala,2007,1330.0,0.13699999999999998,257000000.0,529.0,2110,2450.0,,
Guatemala,2008,1370.0,0.12,269000000.0,548.0,180000,2380.0,,
Guinea,1990,986.0,0.118,26500000.0,586.0,0,2430.0,,
